,City,Country,Date,Latitude,Longitude,Cloudiness (%),Humidity (%),Max Temp (F),Wind Speed (mph)
293,kaitangata,NZ,2021-01-13 15:20:11,-46.2817,169.8464,38,90,60.00800000000001,1.14
294,mrakovo,RU,2021-01-13 15:27:35,52.7161,56.6244,87,88,-6.3219999999999885,2.21
295,te anau,NZ,2021-01-13 15:20:28,-45.4167,167.7167,55,80,61.79000000000002,1.17
296,khani,GE,2021-01-13 15:20:08,41.9563,42.9566,90,67,59.26999999999996,4.63
297,ilulissat,GL,2021-01-13 15:20:28,69.2167,-51.1,75,86,25.069999999999958,3.6
298,xinan,CN,2021-01-13 15:27:35,26.72,119.8556,0,61,44.27599999999999,2.74
299,teodoro sampaio,BR,2021-01-13 15:27:35,-22.5325,-52.1675,100,63,87.54800000000003,2.4
300,viligili,,,,,,,,
301,rundu,NA,2021-01-13 15:27:35,-17.9333,19.7667,100,91,69.35,3.78
302,armacao dos buzios,,,,,,,,
303,bage,BR,2021-01-13 15:24:45,-31.3314,-54.1069,0,47,79.06999999999996,7.72
304,soyo,AO,2021-01-13 15:27:36,-6.1349,12.3689,16,76,79.50199999999998,3.82
305,beira,MZ,2021-01-13 15:20:12,-19.8436,34.8389,75,94,80.86999999999996,3.6
306,pangody,RU,2021-01-13 15:26:06,65.85,74.4859,100,92,3.6499999999999986,8.85
307,hofn,IS,2021-01-13 15:16:19,64.2539,-15.2082,90,93,39.469999999999956,9.26
308,gairatganj,IN,2021-01-13 15:27:36,23.4202,78.2385,0,40,51.74600000000005,1.44
309,artyk,,,,,,,,
310,borisovka,RU,2021-01-13 15:27:36,50.6236,35.9903,90,100,32.26999999999996,2
311,wulanhaote,,,,,,,,
312,nortelandia,BR,2021-01-13 15:27:36,-14.4547,-56.8028,85,45,93.68599999999998,1.33
313,knysna,ZA,2021-01-13 15:27:36,-34.0363,23.0471,90,100,64.66999999999996,3.09
314,hurghada,EG,2021-01-13 15:27:36,27.2574,33.8129,0,64,73.66999999999996,2.57
315,providencia,MX,2021-01-13 15:20:21,28.7167,-111.5833,0,13,77.26999999999995,4.92
316,salamanca,ES,2021-01-13 15:27:37,40.8333,-6,0,83,31.261999999999954,1.18
317,sembe,CG,2021-01-13 15:26:27,1.6481,14.5806,10,70,76.36999999999996,2.78
318,puerto leguizamo,CO,2021-01-13 15:27:37,-0.1934,-74.7819,100,74,76.334,1.73
319,preeceville,CA,2021-01-13 15:27:37,51.95,-102.6677,100,96,33.961999999999954,5.54
320,paamiut,GL,2021-01-13 15:27:37,61.994,-49.6678,100,96,26.05999999999998,6.26
321,longyearbyen,SJ,2021-01-13 15:20:18,78.2186,15.6401,75,79,16.069999999999958,6.17
322,lompoc,US,2021-01-13 15:20:47,34.6391,-120.4579,1,59,67.26199999999996,4.12
323,prince george,CA,2021-01-13 15:27:12,53.9166,-122.753,40,64,34.26799999999999,4.12
324,surt,LY,2021-01-13 15:27:37,31.2089,16.5887,35,69,59.0,11.67
325,fortuna,US,2021-01-13 15:16:05,40.5982,-124.1573,90,100,58.26199999999996,3.09
326,genhe,CN,2021-01-13 15:27:37,50.7833,121.5167,94,85,-22.450000000000003,1
327,ozernovskiy,RU,2021-01-13 15:27:37,51.5,156.5167,0,80,14.414000000000033,3.77
328,orange,US,2021-01-13 15:24:33,33.7,-117.7675,75,26,74.26400000000004,1.59
329,poum,NC,2021-01-13 15:20:26,-20.2333,164.0167,100,82,81.62599999999999,6.44
330,pisticci,IT,2021-01-13 15:27:38,40.3906,16.5568,0,71,48.272000000000034,5.14
331,constitucion,CL,2021-01-13 15:25:56,-35.3333,-72.4167,0,47,66.092,6.71
332,hay river,CA,2021-01-13 15:20:23,60.8156,-115.7999,91,93,21.469999999999956,3.6
333,lasa,IT,2021-01-13 15:20:49,46.6166,10.7002,90,86,32.26999999999996,2.92
334,katsuura,JP,2021-01-13 15:17:06,35.1333,140.3,20,56,42.27799999999996,3.09
335,sterling,US,2021-01-13 15:26:48,39.0062,-77.4286,1,43,51.27799999999996,2.85
336,sept-iles,CA,2021-01-13 15:20:50,50.2001,-66.3821,100,74,25.267999999999983,0.51
337,magrath,CA,2021-01-13 15:27:38,49.4167,-112.8686,49,70,41.26999999999996,17.49
338,butiama,TZ,2021-01-13 15:27:38,-1.7667,33.9667,75,88,71.86999999999996,1.31
339,maragogi,BR,2021-01-13 15:27:38,-9.0122,-35.2225,16,71,81.21199999999996,4.49
340,hualmay,PE,2021-01-13 15:20:03,-11.0964,-77.6139,99,75,74.42599999999999,4.89
341,miles city,US,2021-01-13 15:26:20,46.4083,-105.8406,1,65,41.26999999999996,2.57
342,castro,BR,2021-01-13 15:20:11,-24.7911,-50.0119,51,86,74.40800000000002,4.4
343,matara,LK,2021-01-13 15:27:39,5.9485,80.5353,97,88,75.05600000000004,2.77
344,barcelos,PT,2021-01-13 15:27:39,41.5388,-8.6151,0,93,45.266000000000005,1.03
345,beyneu,KZ,2021-01-13 15:27:39,45.3167,55.2,21,92,32.75600000000003,12.77
346,kendari,ID,2021-01-13 15:27:39,-3.945,122.4989,100,91,77.01799999999999,1.65
347,kodiak,US,2021-01-13 15:20:11,57.79,-152.4072,20,93,32.26999999999996,4.69
348,praya,CV,2021-01-13 15:21:04,14.9215,-23.5087,75,68,71.86999999999996,9.26
349,lagoa,PT,2021-01-13 15:20:29,39.05,-27.9833,100,85,60.36799999999998,7.05
350,vila franca do campo,PT,2021-01-13 15:20:39,37.7167,-25.4333,75,94,62.27599999999999,4.12
351,puerto suarez,BO,2021-01-13 15:27:39,-18.95,-57.8,75,74,88.06999999999996,2.06
352,baruun-urt,MN,2021-01-13 15:27:39,46.6806,113.2792,100,82,-7.81600000000001,0.74
353,winnemucca,US,2021-01-13 15:27:39,40.973,-117.7357,72,56,53.94199999999999,6.74
354,zhigansk,RU,2021-01-13 15:27:40,66.7697,123.3711,100,80,-40.629999999999995,5.58
355,litoral del san juan,,,,,,,,
356,touros,BR,2021-01-13 15:15:59,-5.1989,-35.4608,20,69,82.66999999999996,7.2
357,tuktoyaktuk,CA,2021-01-13 15:16:03,69.4541,-133.0374,20,83,-18.12999999999999,2.6
358,burica,,,,,,,,
359,souillac,MU,2021-01-13 15:19:58,-20.5167,57.5167,75,94,77.26999999999995,1.03
360,linden,GY,2021-01-13 15:27:40,6,-58.3,20,58,84.46999999999997,5.14
361,macapa,BR,2021-01-13 15:27:40,0.0389,-51.0664,40,70,88.06999999999996,4.12
362,uk,,,,,,,,
363,bubaque,GW,2021-01-13 15:27:40,11.2833,-15.8333,0,67,78.60199999999998,6.08
364,la merced,CO,2021-01-13 15:27:40,5.4019,-75.8847,40,54,82.66999999999996,2.06
365,jiaozuo,CN,2021-01-13 15:27:22,35.2397,113.2331,0,51,41.50399999999995,1.56
366,edson,CA,2021-01-13 15:25:57,53.5835,-116.4356,1,74,28.66999999999996,4.63
367,verkhneyarkeyevo,RU,2021-01-13 15:27:41,55.4505,54.3145,100,91,-4.521999999999984,2.75
368,antofagasta,CL,2021-01-13 15:20:09,-23.65,-70.4,20,68,72.26600000000002,7.2
369,vnanje gorice,SI,2021-01-13 15:27:41,46.0072,14.4219,20,93,25.267999999999983,1.54
370,uberlingen,DE,2021-01-13 15:27:41,47.7667,9.1667,100,87,36.266000000000005,7.15
371,tumannyy,,,,,,,,
372,tawkar,,,,,,,,
373,maarsen,,,,,,,,
374,ipatovo,RU,2021-01-13 15:27:41,45.7181,42.9036,100,93,42.998000000000026,5.41
375,rumuruti,KE,2021-01-13 15:27:41,0.267,36.5389,26,77,57.667999999999985,2.55
376,isangel,VU,2021-01-13 15:20:37,-19.55,169.2667,75,94,77.26999999999995,4.15
377,kruisfontein,ZA,2021-01-13 15:16:04,-34.0033,24.7314,98,90,71.27599999999998,3.58
378,santa catarina de tepehuanes,MX,2021-01-13 15:27:42,25.35,-105.7333,60,33,57.25399999999995,1.67
379,hambantota,LK,2021-01-13 15:17:53,6.1241,81.1185,97,86,76.47799999999997,3.35
380,nome,US,2021-01-13 15:17:33,64.5011,-165.4064,90,86,17.86999999999996,3.6
381,baykit,RU,2021-01-13 15:16:40,61.67,96.37,100,86,-8.194000000000024,2.43
382,dzilam gonzalez,MX,2021-01-13 15:27:42,21.2833,-88.9333,92,87,75.14600000000004,4.17
383,los llanos de aridane,ES,2021-01-13 15:27:42,28.6585,-17.9182,40,59,62.86999999999996,4.63
384,waingapu,ID,2021-01-13 15:22:47,-9.6567,120.2641,100,77,80.54600000000005,2.37
385,coihaique,CL,2021-01-13 15:27:42,-45.5752,-72.0662,0,46,70.06999999999996,2.06
386,aguadilla,PR,2021-01-13 15:27:42,18.4275,-67.1541,1,65,83.26400000000004,6.69
387,rawannawi,,,,,,,,
388,lincoln,US,2021-01-13 15:20:53,40.8,-96.667,1,40,53.86999999999996,4.12
389,dalvik,IS,2021-01-13 15:27:42,65.9702,-18.5286,90,53,44.86999999999996,6.69
390,north battleford,CA,2021-01-13 15:27:43,52.7834,-108.2847,20,81,37.66999999999996,2.57
391,cusuna,HN,2021-01-13 15:27:43,15.85,-85.2333,41,64,81.87799999999996,2.94
392,walvis bay,NA,2021-01-13 15:22:45,-22.9575,14.5053,99,77,70.26799999999999,2.06
393,hailar,CN,2021-01-13 15:26:17,49.2,119.7,0,85,-17.716000000000008,2.49
394,boca do acre,BR,2021-01-13 15:27:43,-8.7522,-67.3978,100,97,74.10199999999998,0.83
395,batagay-alyta,RU,2021-01-13 15:27:43,67.8006,130.4114,2,70,-42.03399999999999,0.43
396,khatanga,RU,2021-01-13 15:19:59,71.9667,102.5,100,85,-26.57199999999999,5.57
397,eldorado,BR,2021-01-13 15:27:43,-23.7869,-54.2836,8,54,89.52799999999996,3.89
398,falealupo,,,,,,,,
399,sainte-marie,RE,2021-01-13 15:27:43,-20.8968,55.5496,75,89,79.06999999999996,4.63
400,takoradi,GH,2021-01-13 15:20:08,4.8845,-1.7554,9,84,79.44800000000004,3.87
401,moville,US,2021-01-13 15:27:44,42.4889,-96.0725,1,53,48.469999999999956,2.06
402,grand river south east,,,,,,,,
403,saskylakh,RU,2021-01-13 15:16:05,71.9167,114.0833,94,77,-42.951999999999984,5
404,falkenberg,SE,2021-01-13 15:27:44,56.9055,12.4912,40,80,32.26999999999996,9.77
405,kamenka,RU,2021-01-13 15:27:44,51.3223,42.7678,100,97,24.458000000000006,11.63
406,dwarka,IN,2021-01-13 15:27:44,22.2394,68.9678,0,43,68.16199999999995,2.7
407,virar,IN,2021-01-13 15:27:44,19.4667,72.8,0,69,77.26999999999995,1.54
408,marsa matruh,EG,2021-01-13 15:27:44,31.3525,27.2453,20,62,57.469999999999956,6.17
409,san patricio,US,2021-01-13 15:16:41,28.017,-97.5169,1,48,61.069999999999965,3.6
410,ust-barguzin,RU,2021-01-13 15:27:44,53.45,108.9833,97,89,-11.182000000000016,2.8
411,batticaloa,LK,2021-01-13 15:27:44,7.7102,81.6924,100,91,75.52400000000002,1.72
412,ilijas,BA,2021-01-13 15:27:44,43.9508,18.2708,75,100,25.069999999999958,1.03
413,vidim,RU,2021-01-13 15:27:45,56.4088,103.1106,86,86,-22.594000000000023,2.57
414,wala,CM,2021-01-13 15:27:45,4.578,12.3154,17,26,76.17200000000004,1.76
415,dicabisagan,PH,2021-01-13 15:27:45,17.0818,122.4157,99,86,73.72400000000002,3.89
416,mangochi,MW,2021-01-13 15:27:45,-14.4782,35.2645,100,89,73.90399999999995,1.74
417,biak,ID,2021-01-13 15:20:23,-0.9131,122.8766,100,80,78.06199999999995,1.35
418,aizpute,LV,2021-01-13 15:27:45,56.7167,21.6,90,93,30.46999999999996,2.57
419,warwick,US,2021-01-13 15:23:35,41.7001,-71.4162,75,45,42.27799999999996,4.12
420,hof,DE,2021-01-13 15:25:21,50.3167,11.9167,75,93,30.272000000000038,7.2
421,ouricuri,BR,2021-01-13 15:27:45,-7.8825,-40.0817,86,52,85.26199999999996,2.35
422,roald,NO,2021-01-13 15:27:45,62.5833,6.1333,0,68,27.26600000000001,1.54
423,galesong,ID,2021-01-13 15:27:46,-5.3166,119.3661,20,100,75.46999999999997,1.03
424,xocali,AZ,2021-01-13 15:27:46,39.913,46.7903,100,55,51.98000000000005,0.68
425,sandusky,US,2021-01-13 15:27:46,41.3501,-83.1332,98,64,47.26400000000003,4.02
426,mayo,US,2021-01-13 15:26:28,38.8876,-76.5119,1,61,48.272000000000034,4.12
427,belyy yar,RU,2021-01-13 15:20:16,53.6039,91.3903,90,77,-9.129999999999988,1.13
428,caravelas,BR,2021-01-13 15:20:05,-17.7125,-39.2481,0,65,82.00399999999996,3.85
429,muli,MV,2021-01-13 15:27:46,2.9167,73.5667,100,78,82.076,6.88
430,morondava,MG,2021-01-13 15:27:46,-20.2833,44.2833,3,78,83.96600000000001,3.89
431,sabha,LY,2021-01-13 15:23:00,27.0377,14.4283,100,40,53.50999999999998,3.33
432,sorong,ID,2021-01-13 15:27:47,-0.8833,131.25,79,82,82.292,3.9
433,orhei,MD,2021-01-13 15:27:47,47.3831,28.8231,40,93,30.46999999999996,4.12
434,stephenville,US,2021-01-13 15:26:07,32.2207,-98.2023,1,33,61.26799999999999,3.6
435,seoul,KR,2021-01-13 15:24:45,37.5683,126.9778,0,79,25.069999999999958,1.03
436,flinders,AU,2021-01-13 15:27:47,-34.5833,150.8552,100,88,72.26600000000002,0.45
437,novoagansk,RU,2021-01-13 15:20:41,61.9449,76.6625,96,90,-8.22999999999999,5.79
438,kahului,US,2021-01-13 15:20:21,20.8947,-156.47,20,54,80.86999999999996,7.72
439,beringovskiy,RU,2021-01-13 15:27:47,63.05,179.3167,100,89,-11.848000000000027,4.48
440,chegdomyn,RU,2021-01-13 15:27:47,51.1167,133.0167,93,89,-9.18399999999999,0.33
441,roebourne,AU,2021-01-13 15:26:00,-20.7833,117.1333,1,29,93.38000000000005,5.38
442,uroteppa,,,,,,,,
443,saint-louis,SN,2021-01-13 15:27:48,16.3333,-15,0,29,80.86999999999996,1.03
444,bykovo,RU,2021-01-13 15:27:48,55.6361,38.0803,90,85,10.669999999999959,8
445,dongkan,CN,2021-01-13 15:27:48,33.9997,119.8308,0,83,36.76999999999996,2.21
446,vitorino freire,BR,2021-01-13 15:27:48,-4.0667,-45.1667,97,84,82.52599999999998,1.46
447,arroyo,ES,2021-01-13 15:27:48,41.6096,-4.7969,0,93,32.26999999999996,2.57
448,jining,CN,2021-01-13 15:27:48,35.405,116.5814,0,88,34.141999999999996,3.55
449,pishin,PK,2021-01-13 15:27:48,30.5803,66.9961,0,55,38.785999999999966,0.18
450,college,US,2021-01-13 15:27:48,64.8569,-147.8028,40,77,9.266000000000009,1.25
451,entre rios,BR,2021-01-13 15:27:48,-11.9419,-38.0844,57,61,82.36400000000003,3.84
452,oliveira dos brejinhos,BR,2021-01-13 15:27:49,-12.3169,-42.8961,72,58,83.066,1.4
453,kasongo,CD,2021-01-13 15:27:49,-4.45,26.6667,100,96,69.566,0.75
454,saint anthony,US,2021-01-13 15:16:35,45.0205,-93.218,90,70,40.26199999999996,1.58
455,basco,PH,2021-01-13 15:27:49,20.4487,121.9702,92,76,70.43000000000004,9.89
456,souris,CA,2021-01-13 15:27:49,49.6172,-100.2612,75,80,34.26799999999999,1.03
457,honiara,SB,2021-01-13 15:27:49,-9.4333,159.95,61,83,79.592,1.81
458,mabaruma,GY,2021-01-13 15:27:49,8.2,-59.7833,79,60,81.78800000000004,3.01
459,felipe carrillo puerto,MX,2021-01-13 15:27:49,19.5833,-88.05,0,84,79.57400000000001,1.45
460,sakaiminato,JP,2021-01-13 15:27:49,35.55,133.2333,75,81,43.06999999999996,1.03
461,mountain home,US,2021-01-13 15:24:49,43.133,-115.6912,90,71,46.66999999999996,10.8
462,camopi,GF,2021-01-13 15:27:50,3.1655,-52.3158,100,94,77.63000000000005,1.93
463,taoudenni,ML,2021-01-13 15:20:42,22.6783,-3.9836,0,25,65.10199999999998,5.14
464,amga,RU,2021-01-13 15:21:03,60.8953,131.9608,61,76,-45.75999999999998,0.29
465,bima,ID,2021-01-13 15:26:28,-8.4667,118.7167,100,86,78.33200000000002,2
466,loharu,IN,2021-01-13 15:27:50,28.45,75.8167,0,34,54.40999999999998,1.63
467,semnan,IR,2021-01-13 15:25:44,35.5729,53.3971,0,63,40.766000000000005,0.88
468,dryden,CA,2021-01-13 15:27:50,49.7833,-92.7503,20,80,28.66999999999996,2.06
469,garissa,KE,2021-01-13 15:27:50,-0.4536,39.6401,52,38,83.11999999999996,1.27
470,umm lajj,SA,2021-01-13 15:27:50,25.0213,37.2685,0,41,74.084,1.54
471,samalaeulu,,,,,,,,
472,korla,CN,2021-01-13 15:20:42,41.7597,86.1469,23,81,18.824000000000012,1.04
473,najran,SA,2021-01-13 15:20:26,17.4924,44.1277,0,47,53.86999999999996,0.33
474,pokaran,IN,2021-01-13 15:27:50,26.9167,71.9167,0,29,54.193999999999974,1.96
475,constantine,DZ,2021-01-13 15:20:22,36.365,6.6147,20,81,41.26999999999996,3.6
476,kenai,US,2021-01-13 15:27:51,60.5544,-151.2583,90,86,30.272000000000038,2.06
477,mbuguni,TZ,2021-01-13 15:27:51,-3.5667,36.95,20,68,73.66999999999996,5.14
478,boundiali,CI,2021-01-13 15:27:51,9.5217,-6.4869,22,17,78.89000000000001,1.41
479,zambezi,ZM,2021-01-13 15:27:51,-13.5432,23.1047,100,91,69.42200000000004,0.62
480,lodja,CD,2021-01-13 15:27:51,-3.4833,23.4333,100,90,71.20399999999995,0.66
481,stange,NO,2021-01-13 15:27:51,60.718,11.1942,0,73,21.469999999999956,6.17
482,tiznit,MA,2021-01-13 15:18:15,29.5833,-9.5,0,58,51.54800000000003,0.47
483,ambon,ID,2021-01-13 15:27:51,-3.6954,128.1814,100,92,82.27400000000002,1.79
484,cayenne,GF,2021-01-13 15:21:00,4.9333,-52.3333,75,74,82.66999999999996,5.66
485,ust-tsilma,RU,2021-01-13 15:27:52,65.441,52.1498,84,85,-12.71200000000001,1.53
486,zabaykalsk,RU,2021-01-13 15:27:52,49.6333,117.3167,0,80,-15.195999999999998,1.1
487,cisarua,ID,2021-01-13 15:27:52,-6.6527,106.471,100,100,81.26600000000002,1.27
488,port-cartier,CA,2021-01-13 15:27:52,50.0334,-66.8654,100,74,25.267999999999983,0.51
489,sakakah,SA,2021-01-13 15:25:58,29.9697,40.2064,0,41,55.66999999999996,4.12
490,ugoofaaru,MV,2021-01-13 15:20:44,5.6667,73,100,77,79.84399999999997,2.92
491,bati,ET,2021-01-13 15:27:52,11.1833,40.0167,0,61,56.08399999999999,1.49
492,mys shmidta,,,,,,,,
493,grindavik,IS,2021-01-13 15:16:36,63.8424,-22.4338,40,81,39.469999999999956,6.69
494,tuatapere,NZ,2021-01-13 15:20:24,-46.1333,167.6833,3,94,59.26999999999996,4.47
495,benjamin hill,MX,2021-01-13 15:27:52,30.1667,-111.1,0,9,78.27799999999996,2.24
496,guerrero negro,MX,2021-01-13 15:20:53,27.9769,-114.0611,0,20,71.41999999999996,1.06
497,benguela,AO,2021-01-13 15:27:53,-12.5763,13.4055,89,70,76.15399999999995,3.26
498,ahuimanu,US,2021-01-13 15:27:53,21.4447,-157.8378,40,53,80.86999999999996,1.54
499,yerbogachen,RU,2021-01-13 15:26:22,61.2767,108.0108,100,86,-18.417999999999985,4.75
500,pitimbu,BR,2021-01-13 15:16:09,-7.4706,-34.8086,75,78,80.86999999999996,4.63
501,tanete,ID,2021-01-13 15:27:53,-3.9443,119.7848,100,90,76.83800000000005,1.54
502,deputatskiy,RU,2021-01-13 15:27:53,69.3,139.9,68,75,-37.101999999999975,0.56
503,la palma,US,2021-01-13 15:27:53,33.8464,-118.0467,40,26,74.26400000000004,1.17
504,roros,NO,2021-01-13 15:27:53,62.5747,11.3842,20,77,-5.529999999999994,1.03
505,atasu,KZ,2021-01-13 15:27:53,48.6814,71.6433,0,86,-15.537999999999997,2.94
506,camacha,PT,2021-01-13 15:20:27,33.0833,-16.3333,20,62,57.469999999999956,3.6
507,soe,ID,2021-01-13 15:27:53,-9.8607,124.284,97,98,68.32400000000001,0.51
508,letlhakane,BW,2021-01-13 15:26:06,-21.4167,25.5833,4,54,78.85399999999996,4.93
509,tabou,CI,2021-01-13 15:27:54,4.423,-7.3528,53,84,79.06999999999996,3.14
510,pacific grove,US,2021-01-13 15:27:54,36.6177,-121.9166,1,55,64.27400000000002,2.57
511,balkhash,KZ,2021-01-13 15:27:54,46.844,74.9804,0,85,-6.898000000000025,3.57
512,banepa,NP,2021-01-13 15:27:54,27.6298,85.5214,75,87,48.469999999999956,1.03
513,alenquer,BR,2021-01-13 15:24:36,-1.9417,-54.7383,20,70,84.46999999999997,2.57
514,khandbari,NP,2021-01-13 15:27:54,27.3747,87.2039,30,65,50.61199999999995,1.09
515,lichtenburg,ZA,2021-01-13 15:27:54,-26.152,26.1597,39,73,68.84600000000006,4.82
516,santa isabel,BR,2021-01-13 15:25:02,-23.3156,-46.2214,75,73,77.26999999999995,4.12
517,srandakan,ID,2021-01-13 15:27:54,-7.9386,110.2506,100,82,78.02599999999998,2.49
518,poso,ID,2021-01-13 15:27:55,-1.3959,120.7524,100,73,81.26600000000002,2.03
519,abha,SA,2021-01-13 15:27:55,18.2164,42.5053,0,71,52.069999999999965,0.24
520,ilo,PE,2021-01-13 15:27:55,-17.6394,-71.3375,56,67,73.13000000000005,3.29
521,nemuro,JP,2021-01-13 15:21:00,43.3236,145.575,100,90,32.48599999999997,4.97
522,faridan,,,,,,,,
523,morris,US,2021-01-13 15:26:24,40.8334,-74.5329,90,60,41.26999999999996,4.12
524,omboue,GA,2021-01-13 15:27:55,-1.5746,9.2618,100,85,75.75800000000001,1.7
525,masallatah,LY,2021-01-13 15:27:55,32.6167,14,61,68,54.23000000000005,9.74
526,progreso,MX,2021-01-13 15:16:51,21.2833,-89.6667,90,88,72.26600000000002,2.57
527,tual,ID,2021-01-13 15:27:55,-5.6667,132.75,100,73,84.79399999999998,4.79
528,saint-francois,FR,2021-01-13 15:27:55,46.4154,3.9054,90,93,45.266000000000005,7.72
529,lumphat,KH,2021-01-13 15:27:55,13.4878,106.9816,0,77,60.29600000000005,2.47
530,medeiros neto,BR,2021-01-13 15:27:56,-17.3739,-40.2206,25,61,83.58800000000005,6.13
531,udachnyy,RU,2021-01-13 15:16:25,66.4167,112.4,100,81,-29.451999999999977,4.33
532,fereydun kenar,IR,2021-01-13 15:27:56,36.6864,52.5225,0,87,44.86999999999996,2.06
533,vastervik,,,,,,,,
534,porto velho,BR,2021-01-13 15:27:56,-8.7619,-63.9039,40,83,80.86999999999996,2.57
535,ebano,,,,,,,,
536,chikoy,,,,,,,,
537,wyszkow,PL,2021-01-13 15:27:56,52.5928,21.4584,100,85,33.27799999999996,0.45
538,yaan,NG,2021-01-13 15:27:56,7.3833,8.5667,0,16,81.62599999999999,0.65
539,fallon,US,2021-01-13 15:27:56,39.4735,-118.7774,75,29,62.27599999999999,3.6
540,mangan,IN,2021-01-13 15:27:56,27.5167,88.5333,36,50,53.40199999999997,0.94
541,mogadishu,SO,2021-01-13 15:27:57,2.0371,45.3438,27,82,77.12599999999999,9.54
542,yuanping,CN,2021-01-13 15:25:58,38.7153,112.7575,0,75,23.95399999999995,0.17
543,baghdad,IQ,2021-01-13 15:25:25,33.3406,44.4009,0,47,55.66999999999996,3.6
544,whitehorse,CA,2021-01-13 15:27:57,60.7161,-135.0538,40,54,26.86999999999996,5.14
545,kefamenanu,ID,2021-01-13 15:27:57,-9.4467,124.4781,99,88,73.27400000000002,0.81
546,roswell,US,2021-01-13 15:27:41,34.0232,-84.3616,75,43,49.26199999999996,3.6
547,sataua,,,,,,,,
548,portland,US,2021-01-13 15:27:42,45.5234,-122.6762,40,54,53.86999999999996,3.09
549,angoche,MZ,2021-01-13 15:27:57,-16.2325,39.9086,0,79,81.53599999999997,5.58
550,awjilah,LY,2021-01-13 15:27:57,29.1081,21.2869,88,51,56.94800000000002,6
551,tilichiki,RU,2021-01-13 15:27:57,60.4667,166.1,16,83,-24.66399999999998,3.67
552,arona,ES,2021-01-13 15:25:51,28.0996,-16.681,40,59,65.26400000000004,6.69
553,zadonsk,RU,2021-01-13 15:27:58,52.3904,38.9261,90,93,23.26999999999996,8
554,tura,IN,2021-01-13 15:20:53,25.5198,90.2201,0,46,53.67200000000004,1.23
555,komsomolskiy,UZ,2021-01-13 15:20:32,40.4272,71.7189,96,60,34.06999999999996,3.09
556,santo tomas,PH,2021-01-13 15:27:58,14.1079,121.1414,20,83,75.46999999999997,1.03
557,charcas,MX,2021-01-13 15:27:58,23.1333,-101.1167,94,33,57.469999999999956,0.97
558,shimoda,JP,2021-01-13 15:27:58,34.6667,138.95,0,89,32.26999999999996,10.69
559,santa maria,BR,2021-01-13 15:23:50,-29.6842,-53.8069,75,61,79.06999999999996,6.69
560,haukipudas,FI,2021-01-13 15:27:58,65.1765,25.3523,0,71,-6.736000000000018,2.06
561,jumla,NP,2021-01-13 15:27:58,29.2747,82.1838,6,38,40.38800000000005,1.34
562,fort nelson,CA,2021-01-13 15:20:36,58.8053,-122.7002,40,73,19.66999999999996,2.57
563,saldanha,ZA,2021-01-13 15:17:45,-33.0117,17.9442,0,53,79.06999999999996,2.57
564,bar harbor,US,2021-01-13 15:25:36,44.3876,-68.2039,90,51,36.266000000000005,1.54
565,shieli,KZ,2021-01-13 15:27:59,44.1667,66.75,70,95,20.44399999999997,3.08
566,emba,KZ,2021-01-13 15:26:14,48.8264,58.1442,95,88,-1.5339999999999918,5.4
567,kamenskoye,,,,,,,,
568,tarata,BO,2021-01-13 15:27:59,-17.6167,-66.0167,75,55,64.66999999999996,2.57
569,dunedin,NZ,2021-01-13 15:20:44,-45.8742,170.5036,54,82,61.66400000000003,0.61
570,ahipara,NZ,2021-01-13 15:16:16,-35.1667,173.1667,18,77,66.66799999999998,2.52
571,kazachinskoye,RU,2021-01-13 15:27:59,57.6953,93.2761,100,86,-16.798000000000023,2.67
572,flin flon,CA,2021-01-13 15:16:10,54.7682,-101.865,90,93,25.069999999999958,1.03
573,mporokoso,ZM,2021-01-13 15:27:59,-9.3727,30.125,98,95,63.319999999999965,1.48
574,puerto carreno,CO,2021-01-13 15:27:59,6.189,-67.4859,86,48,90.71600000000001,5.51
575,san juan,AR,2021-01-13 15:27:59,-31.5375,-68.5364,0,25,90.71600000000001,3.35
576,qaqortoq,GL,2021-01-13 15:17:13,60.7167,-46.0333,90,80,30.46999999999996,1.03
577,sao domingos do maranhao,BR,2021-01-13 15:28:00,-5.5758,-44.3853,63,78,84.12799999999996,0.91
578,homer,US,2021-01-13 15:20:04,59.6425,-151.5483,20,93,35.27599999999999,2.44
579,itarema,BR,2021-01-13 15:28:00,-2.9248,-39.9167,84,72,82.50800000000001,6.45
580,celestun,MX,2021-01-13 15:28:00,20.8667,-90.4,72,85,74.37200000000004,8.98
581,axim,GH,2021-01-13 15:28:00,4.8699,-2.2405,0,81,80.20399999999995,3.61
582,yemelyanovo,RU,2021-01-13 15:28:00,56.1681,92.6767,100,71,-1.9299999999999926,4
583,ponta delgada,PT,2021-01-13 15:20:26,37.7333,-25.6667,75,94,62.27599999999999,4.12
584,pandan,PH,2021-01-13 15:28:00,14.0453,124.1694,100,87,79.28599999999997,9.82
585,cabras,IT,2021-01-13 15:28:00,39.93,8.5314,96,83,54.266000000000005,2.68
586,nazare,BR,2021-01-13 15:28:00,-13.035,-39.0144,0,65,82.59800000000003,3.13
587,ngukurr,,,,,,,,
588,araouane,ML,2021-01-13 15:20:09,18.9048,-3.5265,0,19,73.30999999999997,5.39
589,lepaterique,HN,2021-01-13 15:28:01,14.0667,-87.4667,75,47,77.26999999999995,5.14
590,road town,VG,2021-01-13 15:28:01,18.4167,-64.6167,40,69,82.66999999999996,4.12
